group,Locus,id,dist
Bird,IGH,European_Shag/bGulAri2_pri,757.0
Bird,IGH,European_Shag/bGulAri2_pri,93.0
Bird,IGH,European_Shag/bGulAri2_pri,1078.0
Bird,IGH,European_Shag/bGulAri2_pri,105.0
Bird,IGH,European_Shag/bGulAri2_pri,1286.0
Bird,IGH,European_Shag/bGulAri2_pri,54.0
Bird,IGH,European_Shag/bGulAri2_pri,2924.0
Bird,IGH,European_Shag/bGulAri2_pri,425.0
Bird,IGH,European_Shag/bGulAri2_pri,90.0
Bird,IGL,European_Shag/bGulAri2_pri,3586.0
Bird,IGL,European_Shag/bGulAri2_pri,2768.0
Bird,IGL,European_Shag/bGulAri2_pri,885.0
Bird,IGL,European_Shag/bGulAri2_pri,1257.0
Bird,IGL,European_Shag/bGulAri2_pri,893.0
Bird,IGL,European_Shag/bGulAri2_pri,1999.0
Bird,IGL,European_Shag/bGulAri2_pri,1010.0
Bird,IGL,European_Shag/bGulAri2_pri,2764.0
Bird,IGL,European_Shag/bGulAri2_pri,885.0
Bird,IGL,European_Shag/bGulAri2_pri,1254.0
Bird,IGL,European_Shag/bGulAri2_pri,893.0
Bird,IGL,European_Shag/bGulAri2_pri,1999.0
Bird,IGL,European_Shag/bGulAri2_pri,880.0
Bird,IGL,European_Shag/bGulAri2_pri,884.0
Bird,IGL,European_Shag/bGulAri2_pri,1485.0
Bird,IGL,European_Shag/bGulAri2_pri,1227.0
Bird,IGL,European_Shag/bGulAri2_pri,404.0
Bird,TRA,European_Shag/bGulAri2_pri,5663.0
Bird,TRA,European_Shag/bGulAri2_pri,8295.0
Bird,TRA,European_Shag/bGulAri2_pri,8547.0
Bird,TRA,European_Shag/bGulAri2_pri,9042.0
Bird,TRA,European_Shag/bGulAri2_pri,3084.0
Bird,TRA,European_Shag/bGulAri2_pri,11082.0
Bird,TRA,European_Shag/bGulAri2_pri,3122.0
Bird,TRA,European_Shag/bGulAri2_pri,8542.0
Bird,TRA,European_Shag/bGulAri2_pri,8411.0
Bird,TRA,European_Shag/bGulAri2_pri,3104.0
Bird,TRA,European_Shag/bGulAri2_pri,8568.0
Bird,TRA,European_Shag/bGulAri2_pri,8434.0
Bird,TRA,European_Shag/bGulAri2_pri,3085.0
Bird,TRA,European_Shag/bGulAri2_pri,10349.0
Bird,TRA,European_Shag/bGulAri2_pri,9044.0
Bird,TRA,European_Shag/bGulAri2_pri,3088.0
Bird,TRA,European_Shag/bGulAri2_pri,10910.0
Bird,TRA,European_Shag/bGulAri2_pri,8415.0
Bird,TRA,European_Shag/bGulAri2_pri,3106.0
Bird,TRA,European_Shag/bGulAri2_pri,8760.0
Bird,TRA,European_Shag/bGulAri2_pri,9044.0
Bird,TRA,European_Shag/bGulAri2_pri,3085.0
Bird,TRA,European_Shag/bGulAri2_pri,15573.0
Bird,TRA,European_Shag/bGulAri2_pri,3088.0
Bird,TRA,European_Shag/bGulAri2_pri,12476.0
Bird,TRA,European_Shag/bGulAri2_pri,3121.0
Bird,TRA,European_Shag/bGulAri2_pri,12312.0
Bird,TRA,European_Shag/bGulAri2_pri,8549.0
Bird,TRA,European_Shag/bGulAri2_pri,8428.0
Bird,TRA,European_Shag/bGulAri2_pri,3086.0
Bird,TRA,European_Shag/bGulAri2_pri,10929.0
Bird,TRA,European_Shag/bGulAri2_pri,8424.0
Bird,TRA,European_Shag/bGulAri2_pri,3088.0
Bird,TRA,European_Shag/bGulAri2_pri,12487.0
Bird,TRA,European_Shag/bGulAri2_pri,3144.0
Bird,TRA,European_Shag/bGulAri2_pri,8241.0
Bird,TRA,European_Shag/bGulAri2_pri,8541.0
Bird,TRA,European_Shag/bGulAri2_pri,8413.0
Bird,TRA,European_Shag/bGulAri2_pri,3103.0
Bird,TRA,European_Shag/bGulAri2_pri,12010.0
Bird,TRA,European_Shag/bGulAri2_pri,11573.0
Bird,TRA,European_Shag/bGulAri2_pri,3131.0
Bird,TRA,European_Shag/bGulAri2_pri,6197.0
Bird,TRA,European_Shag/bGulAri2_pri,7078.0
Bird,TRA,European_Shag/bGulAri2_pri,8548.0
Bird,TRA,European_Shag/bGulAri2_pri,8426.0
Bird,TRA,European_Shag/bGulAri2_pri,3085.0
Bird,TRA,European_Shag/bGulAri2_pri,12772.0
Bird,TRA,European_Shag/bGulAri2_pri,3131.0
Bird,TRA,European_Shag/bGulAri2_pri,6196.0
Bird,TRA,European_Shag/bGulAri2_pri,7117.0
Bird,TRA,European_Shag/bGulAri2_pri,8561.0
Bird,TRA,European_Shag/bGulAri2_pri,8429.0
Bird,TRA,European_Shag/bGulAri2_pri,3085.0
Bird,TRA,European_Shag/bGulAri2_pri,12327.0
Bird,TRA,European_Shag/bGulAri2_pri,8557.0
Bird,TRA,European_Shag/bGulAri2_pri,8426.0
Bird,TRA,European_Shag/bGulAri2_pri,3091.0
Bird,TRA,European_Shag/bGulAri2_pri,12774.0
Bird,TRA,European_Shag/bGulAri2_pri,3101.0
Bird,TRA,European_Shag/bGulAri2_pri,4161.0
Bird,TRA,European_Shag/bGulAri2_pri,8415.0
Bird,TRA,European_Shag/bGulAri2_pri,3106.0
Bird,TRA,European_Shag/bGulAri2_pri,12472.0
Bird,TRA,European_Shag/bGulAri2_pri,3131.0
Bird,TRA,European_Shag/bGulAri2_pri,12287.0
Bird,TRA,European_Shag/bGulAri2_pri,8561.0
Bird,TRA,European_Shag/bGulAri2_pri,8428.0
Bird,TRA,European_Shag/bGulAri2_pri,3089.0
Bird,TRA,European_Shag/bGulAri2_pri,10907.0
Bird,TRA,European_Shag/bGulAri2_pri,9028.0
Bird,TRA,European_Shag/bGulAri2_pri,3102.0
Bird,TRA,European_Shag/bGulAri2_pri,11080.0
Bird,TRA,European_Shag/bGulAri2_pri,3120.0
Bird,TRA,European_Shag/bGulAri2_pri,8568.0
Bird,TRA,European_Shag/bGulAri2_pri,9044.0
Bird,TRA,European_Shag/bGulAri2_pri,3085.0
Bird,TRA,European_Shag/bGulAri2_pri,13685.0
Bird,TRA,European_Shag/bGulAri2_pri,6717.0
Bird,TRA,European_Shag/bGulAri2_pri,22013.0
Bird,TRA,European_Shag/bGulAri2_pri,150128.0
Bird,TRA,European_Shag/bGulAri2_pri,33577.0
Bird,TRB,European_Shag/bGulAri2_pri,54499.0
Bird,TRB,European_Shag/bGulAri2_pri,2828.0
Bird,TRG,European_Shag/bGulAri2_pri,2238.0
Bird,TRG,European_Shag/bGulAri2_pri,2910.0
Bird,TRG,European_Shag/bGulAri2_pri,3585.0
Bird,TRG,European_Shag/bGulAri2_pri,1848.0
Bird,TRG,European_Shag/bGulAri2_pri,3495.0
Bird,TRG,European_Shag/bGulAri2_pri,1804.0
Bird,TRG,European_Shag/bGulAri2_pri,4818.0
Bird,TRG,European_Shag/bGulAri2_pri,6460.0
Bird,TRG,European_Shag/bGulAri2_pri,3585.0
Bird,TRG,European_Shag/bGulAri2_pri,1848.0
Bird,TRG,European_Shag/bGulAri2_pri,3495.0
Bird,TRG,European_Shag/bGulAri2_pri,1804.0
Bird,TRG,European_Shag/bGulAri2_pri,4818.0
Bird,TRG,European_Shag/bGulAri2_pri,6460.0
Bird,TRG,European_Shag/bGulAri2_pri,3585.0
Bird,TRG,European_Shag/bGulAri2_pri,4818.0
Bird,TRG,European_Shag/bGulAri2_pri,3585.0
Bird,TRG,European_Shag/bGulAri2_pri,4818.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,130.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,817.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,546.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,86.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,555.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,321.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,250.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,589.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,108.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1040.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,92.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,972.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,109.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,877.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,108.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,570.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,452.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,652.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1247.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,357.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,671.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,161.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1061.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,105.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,443.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,72.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,504.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,732.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,132.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,446.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,321.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,359.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,645.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,106.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,791.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,637.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,108.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1993.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,107.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1023.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,258.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,373.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,309.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,464.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,954.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,987.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,108.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,916.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,116.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1236.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,111.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,2010.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,637.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,108.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,568.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,464.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,695.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,25.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,611.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,93.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,876.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,714.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,110.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,930.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,97.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,896.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,95.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,552.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,321.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,250.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,589.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,108.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,915.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,117.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1167.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,89.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,2120.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,643.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,105.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,572.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,444.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,20.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,840.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,111.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,937.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,92.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,897.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,89.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,379.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,1229.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,3.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,4203.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,425.0
Bird,IGH,Great_Cormorant/bPhaCar2_alt,90.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,690.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,2340.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1223.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,2138.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,682.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,896.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,781.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,771.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1251.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1485.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1681.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,425.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,2543.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1214.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,768.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,779.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1251.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1484.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,2544.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1232.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,888.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,2132.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,682.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,893.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,1687.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,425.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,2543.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,3569.0
Bird,IGL,Great_Cormorant/bPhaCar2_alt,3566.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,239003.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,20081.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3081.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9987.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,5211.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,13809.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3120.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9942.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3433.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,8446.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,10638.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,6737.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,7734.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,10817.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3097.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9943.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,6715.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,8400.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,10659.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,5688.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,22019.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3103.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,5787.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,7249.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,10638.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3131.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9967.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,6756.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,7735.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,10644.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3111.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9787.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,2958.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,16929.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9764.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9512.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,12125.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3111.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9943.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,5045.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,16872.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,12532.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3083.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,19118.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,12300.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3100.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9969.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3091.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,11736.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,16866.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3112.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9433.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3081.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,22011.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3114.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,11913.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,13146.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3103.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,14673.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,2958.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,16874.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3091.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9784.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,11920.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3101.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9675.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,5045.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,13830.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3111.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,10028.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3066.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,22123.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3140.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,9786.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,2958.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,13819.0
Bird,TRA,Great_Cormorant/bPhaCar2_alt,3080.0
Bird,TRB,Great_Cormorant/bPhaCar2_alt,54674.0
Bird,TRB,Great_Cormorant/bPhaCar2_alt,2806.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,8098.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,6345.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,3508.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1836.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1811.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1780.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,12889.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1782.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,3503.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1836.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1812.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1780.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,12893.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,12882.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,21492.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,3531.0
Bird,TRG,Great_Cormorant/bPhaCar2_alt,1834.0
