group,gene,Locus,cys_frac
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.056338028169014086
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.029304029304029304
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.029304029304029304
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.029411764705882353
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.04710144927536232
Bird,V,TRA,0.025454545454545455
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.04710144927536232
Bird,V,TRA,0.029304029304029304
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.02247191011235955
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.02909090909090909
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.02867383512544803
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03296703296703297
Bird,V,TRA,0.033210332103321034
Bird,V,TRA,0.05985915492957746
Bird,V,TRB,0.03767123287671233
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.03169014084507042
Bird,V,TRG,0.03322259136212625
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04377104377104377
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04666666666666667
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04040404040404041
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04040404040404041
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04040404040404041
Bird,V,TRG,0.043333333333333335
Bird,V,TRG,0.039473684210526314
Bird,V,TRG,0.043333333333333335
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.043333333333333335
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.04040404040404041
Bird,V,TRG,0.035842293906810034
Bird,V,IGH,0.026402640264026403
Bird,V,IGH,0.02
Bird,V,IGH,0.015625
Bird,V,IGH,0.03125
Bird,V,IGH,0.026490066225165563
Bird,V,IGH,0.023255813953488372
Bird,V,IGH,0.026578073089700997
Bird,V,IGH,0.016129032258064516
Bird,V,IGH,0.026578073089700997
Bird,V,IGH,0.016129032258064516
Bird,V,IGH,0.029900332225913623
Bird,V,IGH,0.023728813559322035
Bird,V,IGH,0.026578073089700997
Bird,V,IGH,0.024822695035460994
Bird,V,IGH,0.029900332225913623
Bird,V,IGH,0.02097902097902098
Bird,V,IGH,0.014652014652014652
Bird,V,IGH,0.03214285714285714
Bird,V,IGH,0.024305555555555556
Bird,V,IGH,0.01644736842105263
Bird,V,IGH,0.027303754266211604
Bird,V,IGH,0.0176678445229682
Bird,V,IGL,0.026402640264026403
Bird,V,IGL,0.0313588850174216
Bird,V,IGL,0.03
Bird,V,IGL,0.03914590747330961
Bird,V,IGL,0.028268551236749116
Bird,V,IGL,0.02702702702702703
Bird,V,IGL,0.020202020202020204
Bird,V,IGL,0.030716723549488054
Bird,V,IGL,0.02456140350877193
Bird,V,IGL,0.0313588850174216
Bird,V,IGL,0.030716723549488054
Bird,V,IGL,0.03202846975088968
Bird,V,IGL,0.033444816053511704
Bird,V,IGL,0.03690036900369004
Bird,V,IGL,0.020905923344947737
Bird,V,IGL,0.031496062992125984
Bird,V,IGL,0.03937007874015748
Bird,V,IGL,0.03937007874015748
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.056338028169014086
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03296703296703297
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.029304029304029304
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.022058823529411766
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.04710144927536232
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.050724637681159424
Bird,V,TRA,0.029304029304029304
Bird,V,TRA,0.050724637681159424
Bird,V,TRA,0.02909090909090909
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.03272727272727273
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.02867383512544803
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03296703296703297
Bird,V,TRA,0.05054151624548736
Bird,V,TRA,0.033210332103321034
Bird,V,TRA,0.05985915492957746
Bird,V,TRB,0.03767123287671233
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.03169014084507042
Bird,V,IGH,0.02280130293159609
Bird,V,IGH,0.026143790849673203
Bird,V,IGH,0.020202020202020204
Bird,V,IGH,0.03365384615384615
Bird,V,IGH,0.027491408934707903
Bird,V,IGH,0.02631578947368421
Bird,V,IGH,0.022151898734177215
Bird,V,IGH,0.025806451612903226
Bird,V,IGH,0.0297029702970297
Bird,V,IGH,0.0231023102310231
Bird,V,IGH,0.02422145328719723
Bird,V,IGH,0.03793103448275862
Bird,V,IGH,0.013888888888888888
Bird,V,IGH,0.020066889632107024
Bird,V,IGH,0.017605633802816902
Bird,V,IGH,0.016556291390728478
Bird,V,IGH,0.0313588850174216
Bird,V,IGH,0.022435897435897436
Bird,V,IGH,0.016233766233766232
Bird,V,IGH,0.02
Bird,V,IGH,0.02
Bird,V,IGH,0.018115942028985508
Bird,V,IGL,0.023809523809523808
Bird,V,IGL,0.02564102564102564
Bird,V,IGL,0.02491103202846975
Bird,V,IGL,0.05474452554744526
Bird,V,IGL,0.03614457831325301
Bird,V,IGL,0.053763440860215055
Bird,V,IGL,0.06115107913669065
Bird,V,IGL,0.05514705882352941
Bird,V,IGL,0.026755852842809364
Bird,V,IGL,0.051094890510948905
Bird,V,IGL,0.029304029304029304
Bird,V,IGL,0.045774647887323945
Bird,V,IGL,0.034482758620689655
Bird,V,IGL,0.020202020202020204
Bird,V,IGL,0.03125
Bird,V,IGL,0.05415162454873646
Bird,V,IGL,0.02356902356902357
Bird,V,IGL,0.05454545454545454
Bird,V,IGL,0.030100334448160536
Bird,V,IGL,0.03169014084507042
Bird,V,IGL,0.0297029702970297
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.05985915492957746
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.04710144927536232
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.021739130434782608
Bird,V,TRA,0.05747126436781609
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.024734982332155476
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.02364864864864865
Bird,V,TRA,0.040293040293040296
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.056338028169014086
Bird,V,TRA,0.040740740740740744
Bird,V,TRA,0.03873239436619718
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.03169014084507042
Bird,V,TRB,0.037800687285223365
Bird,V,TRG,0.04276315789473684
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04377104377104377
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.032679738562091505
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.037037037037037035
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.04276315789473684
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.032679738562091505
Bird,V,TRG,0.039473684210526314
Bird,V,TRG,0.037037037037037035
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03367003367003367
Bird,V,TRG,0.04276315789473684
Bird,V,TRG,0.037037037037037035
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.032679738562091505
Bird,V,TRG,0.032679738562091505
Bird,V,IGH,0.026058631921824105
Bird,V,IGH,0.029411764705882353
Bird,V,IGH,0.02027027027027027
Bird,V,IGH,0.014336917562724014
Bird,V,IGH,0.027491408934707903
Bird,V,IGH,0.029605263157894735
Bird,V,IGH,0.014492753623188406
Bird,V,IGH,0.02903225806451613
Bird,V,IGH,0.026402640264026403
Bird,V,IGH,0.022950819672131147
Bird,V,IGH,0.02158273381294964
Bird,V,IGH,0.010452961672473868
Bird,V,IGH,0.023333333333333334
Bird,V,IGH,0.0231023102310231
Bird,V,IGH,0.02768166089965398
Bird,V,IGH,0.03614457831325301
Bird,V,IGH,0.023333333333333334
Bird,V,IGH,0.017921146953405017
Bird,V,IGH,0.016556291390728478
Bird,V,IGH,0.0313588850174216
Bird,V,IGH,0.030100334448160536
Bird,V,IGH,0.019169329073482427
Bird,V,IGH,0.016233766233766232
Bird,V,IGH,0.016666666666666666
Bird,V,IGH,0.02
Bird,V,IGH,0.018115942028985508
Bird,V,IGL,0.023809523809523808
Bird,V,IGL,0.027874564459930314
Bird,V,IGL,0.029304029304029304
Bird,V,IGL,0.05474452554744526
Bird,V,IGL,0.03614457831325301
Bird,V,IGL,0.053763440860215055
Bird,V,IGL,0.06115107913669065
Bird,V,IGL,0.05514705882352941
Bird,V,IGL,0.026755852842809364
Bird,V,IGL,0.05474452554744526
Bird,V,IGL,0.029304029304029304
Bird,V,IGL,0.045774647887323945
Bird,V,IGL,0.034482758620689655
Bird,V,IGL,0.020202020202020204
Bird,V,IGL,0.02666666666666667
Bird,V,IGL,0.05054151624548736
Bird,V,IGL,0.02356902356902357
Bird,V,IGL,0.05454545454545454
Bird,V,IGL,0.02702702702702703
Bird,V,IGL,0.03169014084507042
Bird,V,IGL,0.0297029702970297
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.05985915492957746
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.021739130434782608
Bird,V,TRA,0.05747126436781609
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.02702702702702703
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.024734982332155476
Bird,V,TRA,0.028268551236749116
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.02564102564102564
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.02364864864864865
Bird,V,TRA,0.040293040293040296
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.056338028169014086
Bird,V,TRA,0.03942652329749104
Bird,V,TRA,0.03873239436619718
Bird,V,TRB,0.03169014084507042
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.03169014084507042
Bird,V,TRB,0.037800687285223365
Bird,V,TRG,0.04276315789473684
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.032679738562091505
Bird,V,TRG,0.039473684210526314
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.032679738562091505
Bird,V,TRG,0.04276315789473684
Bird,V,TRG,0.037037037037037035
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.032679738562091505
Bird,V,TRG,0.04276315789473684
Bird,V,TRG,0.03367003367003367
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03594771241830065
Bird,V,TRG,0.042483660130718956
Bird,V,TRG,0.037037037037037035
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03594771241830065
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.034482758620689655
Bird,V,IGH,0.03802281368821293
Bird,V,IGH,0.04564315352697095
Bird,V,IGL,0.023890784982935155
Bird,V,IGL,0.04609929078014184
Bird,V,IGL,0.05673758865248227
Bird,V,IGL,0.055350553505535055
Bird,V,IGL,0.040145985401459854
Bird,V,IGL,0.03202846975088968
Bird,V,IGL,0.03558718861209965
Bird,V,IGL,0.030927835051546393
Bird,V,IGL,0.030508474576271188
Bird,V,IGL,0.02702702702702703
Bird,V,IGL,0.034129692832764506
Bird,V,IGL,0.030303030303030304
Bird,V,IGL,0.024822695035460994
Bird,V,IGL,0.03169014084507042
Bird,V,IGL,0.03559870550161812
Bird,V,IGL,0.03832752613240418
Bird,V,IGL,0.0297029702970297
Bird,V,TRA,0.03333333333333333
Bird,V,TRA,0.0528169014084507
Bird,V,TRA,0.03333333333333333
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.045283018867924525
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03861003861003861
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03296703296703297
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.0528169014084507
Bird,V,TRA,0.03260869565217391
Bird,V,TRB,0.035211267605633804
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.041237113402061855
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.039473684210526314
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03322259136212625
Bird,V,TRG,0.04697986577181208
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.050335570469798654
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03873239436619718
Bird,V,TRG,0.04697986577181208
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.03859649122807018
Bird,V,IGH,0.019736842105263157
Bird,V,IGH,0.023809523809523808
Bird,V,IGH,0.015822784810126583
Bird,V,IGH,0.03460207612456748
Bird,V,IGH,0.030303030303030304
Bird,V,IGH,0.026578073089700997
Bird,V,IGH,0.020134228187919462
Bird,V,IGH,0.006944444444444444
Bird,V,IGH,0.023333333333333334
Bird,V,IGH,0.026578073089700997
Bird,V,IGH,0.007246376811594203
Bird,V,IGH,0.016025641025641024
Bird,V,IGH,0.019933554817275746
Bird,V,IGH,0.023026315789473683
Bird,V,IGH,0.014652014652014652
Bird,V,IGH,0.026936026936026935
Bird,V,IGH,0.006944444444444444
Bird,V,IGH,0.02364864864864865
Bird,V,IGH,0.028268551236749116
Bird,V,IGH,0.022950819672131147
Bird,V,IGH,0.04044117647058824
Bird,V,IGH,0.023972602739726026
Bird,V,IGL,0.026022304832713755
Bird,V,IGL,0.024390243902439025
Bird,V,IGL,0.05673758865248227
Bird,V,IGL,0.05166051660516605
Bird,V,IGL,0.040145985401459854
Bird,V,IGL,0.034129692832764506
Bird,V,IGL,0.03202846975088968
Bird,V,IGL,0.03546099290780142
Bird,V,IGL,0.030927835051546393
Bird,V,IGL,0.02711864406779661
Bird,V,IGL,0.030405405405405407
Bird,V,IGL,0.030716723549488054
Bird,V,IGL,0.030303030303030304
Bird,V,IGL,0.02127659574468085
Bird,V,IGL,0.03169014084507042
Bird,V,IGL,0.02666666666666667
Bird,V,IGL,0.03832752613240418
Bird,V,IGL,0.0297029702970297
Bird,V,TRA,0.03333333333333333
Bird,V,TRA,0.056338028169014086
Bird,V,TRA,0.03333333333333333
Bird,V,TRA,0.03663003663003663
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.029411764705882353
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.022058823529411766
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.026415094339622643
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.03985507246376811
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.025735294117647058
Bird,V,TRA,0.043478260869565216
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.036231884057971016
Bird,V,TRA,0.03260869565217391
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.025362318840579712
Bird,V,TRA,0.03296703296703297
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.028985507246376812
Bird,V,TRA,0.0528169014084507
Bird,V,TRA,0.03260869565217391
Bird,V,TRB,0.041237113402061855
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.045774647887323945
Bird,V,TRB,0.035211267605633804
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03618421052631579
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.039473684210526314
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.04713804713804714
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03322259136212625
Bird,V,TRG,0.04697986577181208
Bird,V,TRG,0.029605263157894735
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.050335570469798654
Bird,V,TRG,0.02631578947368421
Bird,V,TRG,0.03873239436619718
Bird,V,TRG,0.04697986577181208
Bird,V,TRG,0.03289473684210526
Bird,V,TRG,0.03859649122807018
Bird,V,IGH,0.026402640264026403
Bird,V,IGH,0.026755852842809364
Bird,V,IGH,0.0189873417721519
Bird,V,IGH,0.0313588850174216
Bird,V,IGH,0.03
Bird,V,IGH,0.020066889632107024
Bird,V,IGH,0.016778523489932886
Bird,V,IGH,0.029801324503311258
Bird,V,IGH,0.018115942028985508
Bird,V,IGH,0.026490066225165563
Bird,V,IGH,0.018115942028985508
Bird,V,IGH,0.02456140350877193
Bird,V,IGH,0.027874564459930314
Bird,V,IGH,0.01644736842105263
